,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,ID,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
6695,76,70,73,80,68,66,67,50,64,60,63,9,9,12,14,15,52,199173,62,79,66,61,69,57,65,69,70,64,66,71,85,70,66,62,47
6696,77,74,67,75,62,67,58,58,63,34,39,15,6,15,7,16,62,203781,65,80,56,62,66,49,50,72,63,68,65,74,78,66,64,54,46
6697,52,76,33,34,62,69,62,43,60,32,49,8,6,14,13,11,66,209413,67,71,65,49,64,41,45,64,63,64,62,55,75,70,90,58,32
6698,73,68,75,77,68,60,55,70,68,59,51,13,12,12,14,6,51,212997,66,63,67,64,61,49,62,65,71,69,61,72,68,67,57,68,53
6699,78,26,66,83,66,68,74,51,71,63,63,10,10,11,15,11,51,219909,31,50,67,41,51,59,60,48,72,68,31,76,49,61,40,68,39
6700,75,69,65,68,69,69,71,71,69,54,32,14,13,6,9,8,59,179973,69,70,66,59,69,56,61,73,66,64,70,77,84,75,72,59,52
6701,63,64,63,63,70,68,68,72,67,71,62,11,13,13,11,8,65,186117,63,66,67,72,52,67,70,68,70,74,58,65,65,59,69,66,44
6702,67,63,80,73,62,60,52,47,66,50,70,7,14,12,14,16,75,189445,45,68,60,62,50,72,71,62,55,56,49,73,67,52,83,42,60
6703,94,56,90,91,66,66,59,58,69,44,61,10,12,11,12,14,30,217606,38,61,50,57,44,46,61,63,65,69,38,91,69,49,58,62,57
6704,80,41,72,79,74,57,64,57,75,60,67,14,5,13,7,15,51,240646,28,45,55,66,34,52,60,49,64,60,40,71,66,42,60,69,54
6705,82,61,73,65,72,67,70,51,73,42,69,9,8,8,15,7,58,227591,27,69,58,66,22,61,60,55,66,76,21,81,65,21,63,58,50
6706,65,57,57,77,68,67,53,47,70,59,66,16,13,10,10,7,36,213512,62,66,72,60,46,63,49,62,73,69,52,62,77,61,74,66,36
6707,53,61,57,62,67,61,48,30,37,30,22,10,16,14,13,6,67,188424,73,80,68,24,64,41,34,65,60,35,67,36,68,66,74,39,19
6708,64,70,69,71,61,72,57,56,60,44,40,11,10,15,7,10,66,204297,65,82,58,54,64,41,44,67,64,45,63,74,77,65,77,55,29
6709,74,77,77,75,71,67,61,59,65,61,42,9,9,16,14,6,58,209417,63,82,66,55,62,47,51,61,72,62,64,71,89,66,61,70,42
6710,72,65,72,65,64,59,69,59,67,40,33,7,16,11,13,7,49,211209,63,67,53,38,63,47,47,60,62,39,77,75,71,70,58,47,34
6711,74,67,76,67,64,50,71,54,65,40,32,11,9,13,7,6,59,220937,64,79,53,30,66,44,52,67,60,43,65,75,74,69,61,62,42
6712,33,70,58,40,55,61,37,54,46,24,27,11,10,16,6,11,79,171017,62,77,57,26,71,39,41,60,60,32,56,35,57,68,74,34,30
6713,82,44,78,80,67,60,66,68,69,70,62,6,15,15,14,14,36,199946,35,67,62,65,27,66,62,67,66,64,28,82,63,34,59,62,61
6714,79,73,76,80,69,46,63,63,64,43,30,13,9,15,15,14,60,219914,62,72,51,30,63,46,49,60,63,37,72,76,63,73,67,43,38
6715,58,81,46,33,57,58,24,31,41,42,35,16,8,8,16,11,67,186122,60,65,54,44,65,49,38,53,59,44,64,55,62,66,88,34,25
6716,78,45,86,79,72,62,56,71,75,69,64,7,12,8,7,15,46,223755,12,70,53,63,18,44,64,67,65,73,12,73,55,11,53,59,61
6717,66,70,64,72,60,72,62,51,58,43,40,9,8,13,15,15,60,159499,74,70,54,59,66,42,48,66,60,61,68,65,75,72,70,42,40
6718,43,46,69,58,70,75,57,58,69,65,65,16,13,12,11,15,47,176907,36,59,66,66,30,66,70,58,73,64,41,57,63,32,65,70,53
6719,49,54,36,32,65,68,33,66,58,70,70,16,13,13,9,9,73,187915,21,43,54,67,20,69,70,58,60,74,15,51,62,34,89,47,69
6720,66,62,66,65,55,62,49,41,56,35,37,12,12,7,15,13,72,199692,64,72,55,47,68,49,45,68,63,53,67,69,61,67,73,56,34
6721,27,31,37,30,20,21,18,12,16,17,15,64,69,66,70,68,17,205068,24,50,19,20,12,21,18,62,26,35,15,33,37,10,85,40,18
6722,38,76,61,55,71,74,58,57,61,41,72,11,8,14,13,7,72,163340,40,72,61,68,49,69,70,65,63,74,41,41,52,43,83,62,60
6723,82,56,82,93,68,71,63,68,72,55,70,13,7,14,14,11,71,234764,38,77,51,56,30,61,73,57,57,63,35,81,64,31,38,57,54
6724,60,62,69,71,64,55,46,35,30,29,29,14,9,5,8,13,64,236556,69,72,64,58,72,45,25,63,66,59,66,62,64,68,65,58,39
6725,83,72,76,85,68,63,62,73,69,52,60,8,8,15,9,8,36,206605,41,68,66,65,33,62,57,62,69,68,26,73,66,27,61,65,59
6726,82,32,84,76,71,56,64,62,75,70,65,15,7,14,10,15,32,212493,32,58,56,64,24,68,57,56,62,65,22,82,61,23,59,63,59
6727,74,65,80,71,72,64,54,70,73,53,57,15,14,6,7,13,52,221709,54,53,63,57,51,58,64,62,68,62,54,73,74,51,49,63,57
6728,77,61,67,55,65,61,65,47,67,30,44,10,10,11,14,13,57,223501,66,65,58,47,67,58,63,66,63,65,65,75,75,67,75,55,47
6729,74,75,75,84,63,67,63,51,75,53,65,7,8,15,15,15,44,224013,58,52,50,65,52,61,68,60,61,67,55,73,63,62,67,73,56
6730,45,67,46,34,64,71,28,46,58,31,65,14,10,15,11,15,76,206606,23,54,47,62,18,56,67,65,63,80,21,65,60,34,91,45,60
6731,68,66,70,44,60,64,68,42,55,24,20,8,10,8,10,7,61,217870,66,67,44,35,67,35,30,68,59,45,70,65,68,70,68,27,30
6732,75,64,72,70,69,58,55,44,66,55,64,9,10,10,14,13,55,231950,60,84,64,63,59,63,68,66,70,65,58,71,75,60,64,68,46
6733,37,44,44,49,20,58,14,15,14,11,12,69,62,75,65,73,18,233998,10,60,20,20,9,26,10,62,21,26,12,41,31,8,72,60,7
6734,75,62,79,64,69,59,67,58,66,53,64,10,10,8,6,9,47,187150,44,61,55,68,25,70,67,67,65,63,23,75,64,27,64,66,56
6735,77,33,75,58,67,60,60,58,71,66,67,13,13,13,15,8,73,210703,18,62,57,68,17,69,65,67,65,60,17,79,56,21,60,62,59
6736,71,47,66,48,64,66,30,64,60,28,66,14,11,6,10,8,68,232207,31,60,38,63,22,65,67,68,53,75,24,76,61,33,77,46,57
6737,70,78,64,62,68,58,65,67,66,65,59,8,7,13,7,6,61,194063,54,61,69,71,51,59,67,61,72,73,53,73,71,57,66,67,61
6738,69,76,58,53,48,52,29,36,44,32,28,6,8,8,10,7,69,235280,64,70,41,38,67,58,34,61,51,53,63,66,72,68,80,35,38
6739,26,22,32,26,12,27,13,14,10,13,9,66,70,71,69,67,13,239120,22,53,24,8,8,11,10,62,37,32,11,30,45,13,51,42,9
6740,68,70,67,62,63,62,60,48,59,52,59,7,9,12,13,15,70,188688,71,75,60,65,71,45,56,62,63,66,69,65,73,70,72,60,53
6741,56,36,51,41,23,29,15,11,13,11,12,69,64,63,66,70,15,128529,26,74,39,14,14,18,13,65,29,23,15,54,29,14,61,44,15
6742,75,72,76,71,75,68,65,69,74,60,65,10,6,7,11,6,42,195089,40,45,46,70,17,63,68,65,63,72,20,79,73,14,65,58,63
6743,34,16,27,38,23,33,11,13,11,11,11,69,69,67,68,70,14,202770,19,50,28,20,13,14,12,56,33,20,15,35,21,12,38,45,14
6744,73,52,70,61,71,62,62,44,68,33,69,13,15,15,14,6,65,203283,44,59,57,62,23,60,69,68,63,62,14,74,65,23,66,57,41
6745,91,54,86,83,65,70,61,63,69,45,58,12,6,15,15,6,40,207892,25,78,52,58,34,51,66,71,61,63,34,91,82,31,63,51,57
6746,58,79,57,52,58,62,53,55,52,54,48,13,8,9,12,8,80,177684,66,79,60,58,60,56,61,61,64,62,53,61,76,65,82,60,49
6747,28,35,39,34,21,45,14,13,13,18,17,65,71,62,64,69,12,196885,27,36,18,17,17,14,17,64,19,13,13,35,18,17,70,55,12
6748,69,49,70,82,70,70,70,67,67,68,58,9,9,8,10,7,41,221461,35,59,67,64,30,57,62,60,71,67,34,66,54,32,59,72,57
6749,82,44,72,65,68,58,62,52,72,50,64,12,10,6,10,16,44,224021,28,38,58,56,24,66,67,64,64,56,32,85,61,33,67,57,44
6750,55,72,68,65,63,65,61,57,57,55,45,14,7,11,6,12,59,183573,70,65,61,62,65,64,52,67,67,73,67,54,83,70,72,58,44
6751,75,44,74,71,68,61,66,70,70,67,68,11,6,13,15,14,54,187925,47,61,57,62,25,67,65,62,65,68,25,79,64,33,57,64,58
6752,66,58,72,68,67,71,67,81,68,71,65,14,9,12,12,9,46,135190,58,66,68,72,43,82,64,70,68,72,53,54,68,53,58,73,69
6753,46,60,39,36,58,63,23,39,38,61,32,13,9,8,9,7,79,214038,63,45,49,45,67,38,23,58,50,71,61,50,55,69,90,26,22
6754,68,76,71,68,66,67,61,53,63,51,45,13,11,11,13,12,55,200983,62,64,70,61,53,47,61,68,74,68,63,67,75,63,64,69,46
6755,68,74,72,68,60,41,58,31,69,49,35,9,11,14,10,11,74,223511,68,60,47,40,69,44,48,62,54,48,70,73,70,72,64,42,28
6756,49,77,42,39,48,56,27,20,39,47,28,10,10,6,13,13,79,228887,68,31,47,32,68,45,20,53,55,42,62,52,79,67,89,47,23
6757,38,22,39,47,20,48,16,16,17,20,17,65,67,68,67,71,31,229655,20,74,33,20,12,25,17,64,45,25,15,42,45,14,69,51,15
6758,52,63,54,68,45,64,12,24,39,12,15,13,7,7,15,7,66,164375,67,64,50,33,67,11,13,68,58,41,63,61,74,66,91,16,27
6759,69,33,63,76,68,56,68,73,66,73,70,9,9,14,8,8,52,165911,58,74,67,66,56,69,73,65,73,70,27,71,71,29,65,70,66
6760,79,53,83,69,72,67,62,52,71,31,63,11,15,7,10,16,33,220184,30,68,58,56,14,59,67,67,64,74,20,78,74,24,53,62,67
6761,62,71,53,64,59,62,67,53,54,52,51,8,9,10,7,11,64,160024,65,72,70,50,67,58,53,62,68,61,70,68,69,74,67,56,42
6762,45,34,50,56,23,48,11,13,18,12,20,71,64,64,69,69,11,170008,23,54,30,18,12,22,13,63,25,23,12,45,35,12,64,38,14
6763,68,59,62,56,66,68,45,43,68,44,66,8,12,10,10,6,70,189208,16,66,47,62,16,67,67,65,64,68,15,71,61,19,81,62,58
6764,93,44,75,74,68,57,64,57,69,44,62,11,6,8,9,7,38,220185,24,58,52,55,34,60,63,59,61,65,31,92,64,29,58,63,41
6765,67,78,59,56,68,65,51,52,64,61,56,14,10,15,7,14,58,233241,68,59,66,71,58,46,61,67,73,72,63,65,64,68,67,67,44
6766,32,45,55,34,22,52,15,11,17,15,11,68,66,59,70,69,13,171033,22,57,31,14,18,21,16,64,25,23,17,42,34,17,80,31,20
6767,74,62,73,78,72,78,58,59,67,62,51,12,13,8,10,10,48,242201,60,59,66,66,60,59,55,72,74,67,56,70,75,68,56,71,51
6768,53,42,52,23,20,53,12,19,12,15,14,68,68,73,66,67,12,122649,20,71,38,16,13,22,12,63,36,21,14,49,26,15,82,46,10
6769,70,71,79,80,67,65,57,71,59,67,53,16,16,10,6,8,41,194329,64,63,69,69,63,58,67,66,72,70,67,71,67,66,65,73,52
6770,55,31,52,46,21,51,12,23,13,15,13,69,66,67,70,62,25,146458,23,59,42,13,14,25,12,65,23,24,14,49,43,11,62,37,18
6771,76,72,54,76,64,67,40,36,58,67,27,8,11,10,11,12,56,199963,71,70,53,34,70,37,30,66,66,75,60,78,85,68,75,46,27
6772,59,72,48,32,67,62,30,32,63,30,71,15,8,7,9,7,78,201243,29,80,22,45,19,62,68,55,45,73,18,60,73,28,83,28,66
6773,45,34,60,60,17,49,23,13,11,12,12,78,62,63,66,63,22,155931,20,79,26,13,12,23,12,67,29,24,12,62,43,11,55,30,15
6774,34,16,33,32,20,50,11,20,17,10,14,64,72,66,73,62,23,234779,21,61,34,19,18,51,12,65,26,49,14,36,42,21,65,32,13
6775,73,52,73,90,70,63,63,65,67,60,57,9,11,12,15,13,63,202780,64,72,68,68,65,64,62,65,69,71,62,74,77,65,66,66,50
6776,57,65,50,58,63,58,31,21,52,35,24,12,10,8,7,7,70,235036,65,68,62,26,65,42,38,59,68,46,64,66,66,67,75,42,23
6777,53,66,58,79,68,76,65,69,62,68,49,8,6,9,11,16,63,104476,66,61,69,65,49,55,62,66,72,70,51,36,69,55,73,68,62
6778,66,81,52,52,62,61,55,47,54,50,33,13,8,8,12,15,69,205085,69,69,58,46,65,53,31,67,63,65,72,65,75,71,78,49,42
6779,77,84,72,63,62,61,67,65,54,41,42,7,8,13,13,10,57,216605,52,86,62,52,67,46,49,56,66,75,71,86,82,63,70,50,40
6780,65,67,63,60,44,65,34,34,42,22,25,14,7,14,8,7,63,226077,63,66,66,42,70,24,22,55,59,56,75,62,66,71,78,35,33
6781,36,71,53,51,39,43,36,36,34,34,21,15,10,10,6,8,74,228893,69,50,49,23,66,49,28,66,54,41,67,37,73,68,85,34,33
6782,73,84,68,76,68,72,61,58,61,48,45,12,9,10,14,10,58,178461,69,67,70,61,53,44,51,71,68,70,63,72,87,67,69,68,40
6783,81,67,78,84,69,65,70,60,64,48,43,7,7,10,8,14,58,137758,63,79,61,50,57,45,58,72,65,72,62,79,80,63,67,55,57
6784,66,71,61,64,65,68,46,28,49,37,20,9,14,11,11,9,64,229150,67,76,61,55,68,40,26,62,64,65,62,58,73,66,72,32,35
6785,68,40,77,79,68,65,62,71,73,70,69,9,10,9,16,16,50,234014,40,61,61,41,29,68,76,68,67,49,31,59,59,33,54,62,67
6786,63,29,59,46,68,62,45,40,61,35,67,10,14,7,16,14,70,208159,26,71,61,55,22,62,70,62,63,71,16,65,56,20,90,62,52
6787,75,22,85,65,67,59,61,63,71,48,65,11,6,16,13,13,65,167967,23,77,53,64,28,63,60,67,64,64,21,92,82,31,76,57,65
6788,52,43,46,55,19,50,13,13,20,20,10,73,67,69,68,61,12,186655,22,52,24,16,16,13,13,64,24,24,13,54,30,12,45,23,14
6789,61,66,82,67,70,70,63,68,72,63,66,14,13,14,13,13,54,191263,51,64,65,59,43,55,65,64,69,61,55,54,65,60,64,67,56
6790,58,77,59,57,44,60,35,27,23,26,13,6,8,10,15,9,71,195359,62,80,46,17,59,37,26,58,51,41,72,54,57,66,88,43,23
6791,87,33,94,90,64,69,62,58,69,33,69,12,7,12,14,11,58,207904,25,70,59,62,13,69,59,61,65,65,16,91,58,18,35,61,57
6792,85,45,74,71,67,64,66,54,69,42,59,8,14,10,14,12,47,212000,35,64,49,55,25,56,66,64,66,63,27,83,73,31,64,61,53
6793,79,84,77,83,64,50,51,38,58,36,32,15,10,12,10,5,41,236832,64,72,59,38,65,46,42,63,66,49,71,77,86,69,69,53,27
6794,64,74,49,41,30,63,31,27,47,21,18,10,9,7,9,5,70,239904,69,65,65,25,61,39,44,53,67,51,73,55,66,70,82,36,23
6795,78,74,75,65,68,65,64,53,69,35,37,16,14,8,15,6,45,208929,66,41,64,58,63,40,60,68,63,55,62,81,90,67,76,59,50
6796,87,38,91,88,64,58,66,61,72,52,51,15,12,13,10,11,32,221473,37,39,61,48,31,39,64,71,66,52,28,85,42,36,34,69,30
6797,55,61,48,48,34,59,23,12,28,21,15,11,6,6,10,12,70,221985,64,70,46,13,66,19,17,61,58,29,68,54,65,70,85,14,15
6798,88,58,75,70,67,60,63,54,73,43,74,16,13,16,6,15,47,227617,31,51,57,55,27,70,67,53,65,70,31,85,70,30,70,58,60
6799,79,58,57,63,61,62,67,31,62,31,46,10,9,8,7,7,60,228897,65,85,59,55,66,43,52,59,64,55,66,80,74,66,61,49,32
6800,83,49,79,80,71,62,65,63,75,34,50,10,10,10,9,10,22,229153,30,66,55,43,18,30,61,60,64,44,22,79,51,21,46,69,57
6801,73,41,73,86,70,60,65,53,73,36,49,6,13,7,10,6,34,231713,25,67,65,60,31,46,61,52,70,54,37,71,69,32,36,71,50
6802,71,48,73,75,70,67,64,40,67,36,73,16,13,15,16,8,65,175393,36,63,50,61,42,69,67,61,64,61,33,74,73,34,41,63,52
6803,60,82,64,61,57,64,48,42,47,22,25,15,7,8,7,8,58,198178,62,88,60,27,71,56,38,55,59,44,68,59,65,68,72,53,28
6804,68,65,75,78,73,74,64,64,66,56,58,7,12,14,8,7,45,211746,63,64,66,67,64,63,62,67,69,71,58,53,82,55,72,66,48
6805,62,29,58,45,63,54,44,41,66,36,74,15,11,15,11,7,75,219170,17,36,33,65,27,66,67,59,47,71,22,53,57,30,80,50,57
6806,66,60,58,67,65,64,50,60,65,61,68,16,6,8,8,15,67,219938,26,74,45,56,19,62,68,66,64,69,30,68,68,28,72,62,69
6807,66,65,62,58,64,67,60,64,64,56,29,13,6,12,14,6,62,221986,72,69,54,36,63,64,48,63,65,59,70,63,60,69,70,45,32
6808,68,87,64,57,60,64,67,68,45,55,44,7,13,9,8,9,57,230178,73,44,76,55,66,40,49,68,69,44,75,74,67,56,63,47,48
6809,67,56,80,71,71,57,67,57,72,62,65,13,11,11,13,7,43,231970,45,58,66,71,48,58,64,59,70,72,40,71,71,43,63,68,53
6810,71,29,69,64,65,57,58,47,66,40,67,14,5,8,8,8,78,233250,38,74,53,53,18,65,59,64,64,67,25,73,77,45,69,50,67
6811,70,78,72,73,66,73,66,68,64,66,43,13,12,11,6,15,58,172322,69,71,63,64,68,58,66,67,66,71,69,68,66,69,61,66,56
6812,94,31,87,66,66,62,66,58,69,39,65,15,13,6,15,13,49,203043,49,64,52,64,26,57,58,64,59,70,31,92,72,21,72,59,58
6813,38,70,55,55,49,54,39,44,41,50,40,12,15,16,16,10,71,53027,64,84,60,47,68,51,31,62,61,59,65,40,35,69,79,57,54
6814,73,56,72,60,70,77,32,32,68,26,22,13,11,15,10,9,67,212516,66,64,68,24,68,36,26,57,68,40,68,76,71,67,76,52,27
6815,86,37,81,78,68,61,60,58,73,45,62,10,10,13,11,9,42,218660,20,45,58,53,26,67,61,62,65,64,36,82,60,31,57,57,54
6816,90,46,85,83,70,57,66,51,72,37,58,12,9,7,6,14,40,219684,29,53,57,55,33,46,58,57,64,61,29,86,69,29,56,53,51
6817,72,51,75,85,71,76,58,53,69,48,62,8,14,9,13,7,33,220196,34,65,64,50,22,49,63,55,70,49,28,76,72,31,51,72,50
6818,62,66,50,54,55,57,26,25,36,22,19,7,7,14,9,8,71,221220,68,66,54,22,65,39,21,62,64,40,61,69,57,66,81,40,24
6819,85,37,73,48,74,62,66,64,75,54,57,7,13,7,12,15,52,236836,21,45,55,65,24,61,56,56,67,72,32,84,69,34,61,54,58
6820,88,62,75,71,65,65,64,69,63,51,58,7,13,13,8,6,58,199205,60,56,61,67,49,57,60,67,63,70,59,92,82,59,58,62,64
6821,76,77,70,63,68,54,59,54,67,58,67,11,9,7,11,8,64,221477,51,62,55,55,42,65,69,67,64,65,44,74,71,46,75,64,53
6822,77,31,71,59,67,67,55,57,67,41,66,14,7,10,9,5,64,230693,16,68,46,64,16,55,64,65,61,69,15,78,58,14,71,65,55
6823,47,77,51,40,51,71,41,31,28,46,20,6,16,12,6,6,69,169509,72,78,61,55,62,39,46,60,57,68,61,55,55,65,82,35,36
6824,50,33,58,59,33,47,13,12,24,11,17,66,68,56,66,70,25,172837,26,69,35,15,17,34,18,65,33,46,20,50,32,22,64,38,15
6825,68,56,77,71,72,66,69,69,65,68,58,16,16,11,12,9,66,208422,70,75,69,64,55,49,60,64,70,72,57,64,73,59,68,67,52
6826,45,28,38,63,18,49,14,15,19,19,13,72,66,62,66,67,16,212518,19,65,25,19,15,19,19,67,30,19,20,40,24,20,65,16,19
6827,51,65,60,76,73,69,73,77,67,75,66,10,14,8,16,15,49,213798,58,63,70,75,50,60,67,57,72,74,55,49,67,57,66,70,56
6828,72,37,80,74,69,56,69,71,67,68,61,10,14,7,11,13,38,214054,44,71,57,65,34,69,63,64,64,59,23,69,72,36,60,70,54
6829,52,70,65,57,56,59,56,31,42,46,37,13,10,7,14,11,70,152870,49,72,40,60,69,68,25,71,41,71,68,65,71,74,81,51,31
6830,81,31,74,84,70,58,59,61,72,65,66,7,13,9,15,7,47,220710,23,45,54,56,36,61,65,57,62,62,36,78,64,37,47,64,50
6831,45,72,40,48,43,44,33,31,44,28,23,10,7,12,15,9,79,221990,65,56,51,28,67,41,33,64,52,40,65,58,54,68,83,44,31
6832,80,52,82,75,63,59,55,65,68,62,67,8,8,9,8,13,54,234022,33,58,51,72,36,68,71,70,70,70,38,79,66,41,58,58,66
6833,79,54,79,72,68,55,64,54,71,45,62,10,13,11,13,8,56,202535,18,71,57,59,14,48,66,58,64,66,10,76,65,12,70,62,57
6834,77,64,73,74,67,57,64,42,70,39,60,13,13,13,11,12,59,143655,64,54,53,55,63,60,70,71,64,58,65,76,72,65,63,66,48
6835,81,81,78,86,61,50,70,64,64,48,44,14,11,6,15,7,40,234279,62,72,58,37,67,63,50,63,66,55,66,65,84,63,66,51,40
6836,87,44,88,83,64,59,55,63,77,47,66,5,9,10,6,14,46,235047,31,68,48,65,18,44,67,57,62,67,27,90,67,25,37,65,58
6837,53,68,40,41,60,60,37,28,55,29,24,8,16,14,8,15,70,205096,61,61,50,29,67,43,29,65,58,57,64,38,56,70,81,35,34
6838,71,64,64,67,63,66,64,26,62,31,24,11,10,12,15,10,67,215592,66,83,68,23,69,38,52,64,61,38,66,68,76,67,63,53,31
6839,75,36,92,90,65,57,43,50,68,36,67,14,8,14,11,7,37,221480,51,82,63,64,40,57,65,61,65,58,42,80,69,53,33,70,45
6840,71,66,66,64,57,71,64,67,50,63,38,7,7,7,13,10,63,229416,63,67,59,37,65,46,44,58,58,72,68,68,92,70,71,45,37
6841,64,48,62,57,66,65,70,51,63,49,69,8,11,9,6,11,72,234536,67,63,71,60,62,48,65,56,76,67,48,63,60,63,67,68,55
6842,50,15,40,46,14,36,11,17,20,13,13,73,64,66,62,72,11,199721,17,61,14,16,12,14,14,64,12,18,17,50,30,15,72,20,10
6843,73,62,81,71,67,60,64,65,69,72,66,10,11,15,11,11,47,219177,43,66,64,64,44,48,58,56,69,63,53,75,78,59,66,68,54
6844,92,28,85,74,68,55,73,68,72,53,56,11,7,10,16,14,30,220969,26,58,49,56,26,46,45,63,58,53,25,84,68,35,45,66,57
6845,84,46,80,77,66,57,71,55,69,50,59,9,7,5,11,14,39,232489,34,74,52,62,24,59,65,61,68,65,32,76,74,31,45,59,53
6846,88,38,90,80,73,61,63,78,75,77,59,11,10,7,11,6,44,234281,28,72,62,66,25,68,54,56,68,79,22,77,62,18,56,55,62
6847,80,34,65,61,64,61,37,54,65,31,71,14,11,6,11,13,61,235561,18,68,32,64,11,64,67,65,62,74,17,73,66,18,68,57,52
6848,43,70,38,46,49,56,46,22,25,25,17,11,7,9,14,12,62,209194,69,72,25,19,65,26,23,68,48,39,72,51,65,72,78,26,18
6849,60,71,52,48,57,78,59,48,56,44,40,7,15,7,9,10,73,236074,72,43,52,63,68,49,59,69,60,71,66,70,65,74,77,46,52
6850,66,53,70,69,71,60,68,80,68,82,59,8,13,16,14,14,47,198955,57,56,70,71,53,70,63,67,71,79,52,65,65,51,61,68,49
6851,77,42,79,83,69,56,68,65,68,52,61,10,11,11,12,11,68,211243,31,68,63,64,22,53,68,70,72,73,27,75,63,24,48,62,65
6852,49,78,66,59,62,69,46,36,21,31,52,9,7,10,13,10,73,214315,53,40,74,28,70,60,58,67,71,45,69,50,62,73,74,55,29
6853,61,65,60,60,68,55,36,46,65,34,67,12,10,9,7,13,79,180267,26,74,46,60,28,62,66,64,55,67,22,65,64,23,82,63,63
6854,66,78,59,55,45,70,55,30,39,38,24,8,15,13,13,16,68,200236,71,63,51,48,66,34,29,57,59,62,61,36,69,65,92,30,23
6855,78,51,79,73,70,71,55,51,70,54,65,15,8,13,15,8,46,207916,55,57,66,42,54,55,66,67,70,56,49,74,80,54,66,69,46
6856,29,22,39,36,25,27,7,17,17,20,15,67,70,62,65,66,13,210476,16,52,19,13,15,18,6,65,27,20,21,31,20,24,58,48,13
6857,61,73,72,79,67,76,61,66,66,63,60,14,11,6,8,11,57,152620,64,77,64,65,59,50,68,71,68,68,61,57,85,61,67,66,64
6858,78,50,74,59,64,64,63,67,68,60,68,8,12,12,11,7,49,226604,38,56,53,70,45,62,67,64,60,72,40,82,76,37,65,64,65
6859,72,66,74,72,70,68,55,57,69,52,68,6,11,10,6,14,60,198701,13,80,53,57,19,55,68,68,61,66,26,75,75,38,71,48,58
6860,60,70,61,56,62,72,44,25,40,27,32,16,13,6,10,10,65,152621,64,70,63,52,66,34,44,65,62,67,64,61,70,66,82,57,31
6861,51,56,41,51,66,75,49,46,64,54,70,8,7,9,13,11,71,234029,39,70,45,60,38,61,72,58,58,74,42,67,62,33,71,43,67
6862,65,84,64,66,65,65,45,63,59,52,70,7,13,11,15,15,70,171565,38,78,45,62,22,59,74,72,64,66,26,62,70,38,59,58,59
6863,69,75,61,63,60,60,57,48,57,49,39,15,9,7,8,7,68,178221,65,76,58,59,70,59,48,65,62,63,70,71,69,71,70,55,19
6864,23,23,42,33,25,55,13,18,14,12,19,70,67,63,65,72,18,204846,10,60,18,16,19,41,10,59,31,23,12,30,25,13,65,29,17
6865,77,56,75,80,67,62,63,68,69,30,69,9,15,11,7,13,56,215598,21,61,51,53,17,70,77,62,66,67,12,76,59,23,60,66,44
6866,75,35,72,57,65,65,59,68,70,47,71,7,13,12,8,13,55,158254,23,47,54,66,29,71,70,65,64,65,21,74,67,28,57,66,66
6867,32,75,31,41,52,63,35,22,31,20,32,15,16,15,10,11,69,49966,62,60,51,26,70,40,41,64,58,60,66,37,64,66,84,42,30
6868,75,65,63,68,65,64,68,41,67,35,32,9,13,16,14,6,50,204847,64,64,55,51,67,50,59,65,62,68,70,76,74,67,62,39,34
6869,53,76,47,47,51,56,22,29,34,26,17,16,13,10,12,11,69,214575,66,68,49,23,68,39,39,58,55,43,62,54,72,68,79,34,30
6870,75,65,60,63,72,68,60,52,74,39,67,9,8,13,7,11,46,240943,41,43,58,52,31,58,65,71,66,73,34,73,59,39,59,70,58
6871,90,66,81,79,66,60,64,70,70,59,63,1,1,1,1,1,46,186415,46,58,52,63,44,54,63,60,62,68,39,88,78,47,47,58,64
6872,63,64,59,67,63,62,41,54,62,53,74,13,7,11,15,8,66,204080,45,71,45,67,11,54,70,66,46,71,15,58,62,24,71,46,63
6873,51,30,52,54,22,38,19,14,11,14,20,70,63,65,68,69,11,220720,20,63,30,18,20,22,12,60,32,25,18,44,47,19,60,32,18
6874,62,68,58,73,67,62,65,62,63,69,69,12,13,8,8,10,63,228144,52,64,72,74,44,62,65,64,74,80,55,64,74,61,79,64,60
6875,65,71,64,54,64,59,46,32,47,26,24,8,14,8,6,12,70,234032,71,73,58,18,65,33,48,64,62,46,72,63,55,66,56,31,29
6876,48,76,48,50,46,59,48,27,32,21,31,11,9,14,14,13,69,198449,63,66,56,38,65,35,34,64,58,31,67,51,67,68,86,46,19
6877,46,28,40,50,20,29,17,21,19,13,21,66,67,62,66,69,13,217649,11,53,26,18,14,29,7,69,27,23,21,43,43,16,60,66,19
6878,80,47,80,65,72,71,65,67,71,53,50,14,11,7,5,10,42,236593,23,57,60,46,38,50,58,68,72,58,30,76,45,31,55,73,40
6879,79,70,73,66,71,62,66,58,66,61,49,16,14,15,12,12,59,196145,68,68,59,70,65,59,67,66,70,71,70,75,78,66,71,66,59
6880,66,62,38,68,59,64,24,28,33,22,25,10,8,12,14,7,69,229682,67,76,44,25,67,36,27,65,54,40,68,66,63,71,67,56,26
