,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
7255,7255,205618,S. Walsh,23,https://cdn.sofifa.org/players/4/19/205618.png,Netherlands,https://cdn.sofifa.org/flags/34.png,69,74,SV Zulte-Waregem,https://cdn.sofifa.org/teams/2/light/15005.png,€1.2M,€6K,1726,CDM|RB
7256,7256,207678,S. Odelusi,24,https://cdn.sofifa.org/players/4/18/207678.png,England,https://cdn.sofifa.org/flags/14.png,60,64,Cheltenham Town,https://cdn.sofifa.org/teams/2/light/1936.png,€270K,€2K,1531,FIFA 18|LM|RM|ST
7257,7257,206469,T. Fountas,22,https://cdn.sofifa.org/players/4/19/206469.png,Greece,https://cdn.sofifa.org/flags/22.png,65,70,SKN St. Pölten,https://cdn.sofifa.org/teams/2/light/112075.png,€725K,€4K,1808,ST|CAM
7258,7258,208096,T. Eisfeld,25,https://cdn.sofifa.org/players/4/19/208096.png,Germany,https://cdn.sofifa.org/flags/21.png,69,72,VfL Bochum 1848,https://cdn.sofifa.org/teams/2/light/160.png,€1.3M,€9K,1709,CAM|CDM|CM
7259,7259,208122,V. Agardius,28,https://cdn.sofifa.org/players/4/19/208122.png,Sweden,https://cdn.sofifa.org/flags/46.png,66,67,Kalmar FF,https://cdn.sofifa.org/teams/2/light/1439.png,€575K,€1K,1666,CB
7260,7260,202148,A. Khalili,26,https://cdn.sofifa.org/players/4/19/202148.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,72,Kasimpaşa SK,https://cdn.sofifa.org/teams/2/light/111339.png,€2.8M,€10K,1930,CAM|CM|CDM
7261,7261,202408,A. Flint,28,https://cdn.sofifa.org/players/4/19/202408.png,England,https://cdn.sofifa.org/flags/14.png,74,74,Middlesbrough,https://cdn.sofifa.org/teams/2/light/12.png,€4.6M,€43K,1544,CB
7262,7262,201883,Alejandro Rodríguez,26,https://cdn.sofifa.org/players/4/19/201883.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,€2.6M,€12K,1746,ST|On Loan
7263,7263,203139,A. Stewart,25,https://cdn.sofifa.org/players/4/19/203139.png,England,https://cdn.sofifa.org/flags/14.png,64,66,Wycombe Wanderers,https://cdn.sofifa.org/teams/2/light/1933.png,€450K,€2K,1426,CB
7264,7264,203632,A. Patosi,23,https://cdn.sofifa.org/players/4/17/203632.png,South Africa,https://cdn.sofifa.org/flags/140.png,71,74,Sporting Lokeren,https://cdn.sofifa.org/teams/2/light/2007.png,€2.1M,€3K,1698,FIFA 17|LM|CAM
7265,7265,201304,B. Kadrii,26,https://cdn.sofifa.org/players/4/19/201304.png,Denmark,https://cdn.sofifa.org/flags/13.png,72,72,Odense Boldklub,https://cdn.sofifa.org/teams/2/light/272.png,€3.4M,€12K,1923,ST|LM
7266,7266,200966,B. Corgnet,31,https://cdn.sofifa.org/players/4/19/200966.png,France,https://cdn.sofifa.org/flags/18.png,70,70,RC Strasbourg Alsace,https://cdn.sofifa.org/teams/2/light/76.png,€1.6M,€11K,1866,CAM
7267,7267,201927,C. Harriott,24,https://cdn.sofifa.org/players/4/19/201927.png,Guyana,https://cdn.sofifa.org/flags/79.png,66,69,Reading,https://cdn.sofifa.org/teams/2/light/1793.png,€825K,€8K,1660,RM|LM
7268,7268,201313,C. Ciano,28,https://cdn.sofifa.org/players/4/19/201313.png,Italy,https://cdn.sofifa.org/flags/27.png,74,74,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,€6M,€17K,1860,ST|CAM|CF
7269,7269,200793,C. Robertson,24,https://cdn.sofifa.org/players/4/19/200793.png,Scotland,https://cdn.sofifa.org/flags/42.png,68,71,Rotherham United,https://cdn.sofifa.org/teams/2/light/1797.png,€950K,€10K,1585,CB
7270,7270,203849,C. Cropper,25,https://cdn.sofifa.org/players/4/19/203849.png,United States,https://cdn.sofifa.org/flags/95.png,64,66,New England Revolution,https://cdn.sofifa.org/teams/2/light/691.png,€375K,€1K,994,GK
7271,7271,202770,C. Ripley,25,https://cdn.sofifa.org/players/4/19/202770.png,England,https://cdn.sofifa.org/flags/14.png,68,73,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€850K,€4K,998,GK
7272,7272,202754,C. Râpă,28,https://cdn.sofifa.org/players/4/19/202754.png,Romania,https://cdn.sofifa.org/flags/39.png,67,67,Cracovia,https://cdn.sofifa.org/teams/2/light/110747.png,€600K,€3K,1761,RB
7273,7273,202827,C. Battocchio,26,https://cdn.sofifa.org/players/4/19/202827.png,Italy,https://cdn.sofifa.org/flags/27.png,70,71,Stade Brestois 29,https://cdn.sofifa.org/teams/2/light/378.png,€2.1M,€5K,1893,CM|LM
7274,7274,201491,D. Lafferty,29,https://cdn.sofifa.org/players/4/19/201491.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,66,66,Peterborough United,https://cdn.sofifa.org/teams/2/light/1938.png,€475K,€4K,1746,LWB|LB|On Loan
7275,7275,202672,Danilo Avelar,28,https://cdn.sofifa.org/players/4/18/202672.png,Brazil,https://cdn.sofifa.org/flags/54.png,73,73,Amiens SC,https://cdn.sofifa.org/teams/2/light/1816.png,€3.2M,€37K,1926,FIFA 18|LB|On Loan
7276,7276,200954,D. Thomalla,25,https://cdn.sofifa.org/players/4/19/200954.png,Germany,https://cdn.sofifa.org/flags/21.png,68,70,1. FC Heidenheim 1846,https://cdn.sofifa.org/teams/2/light/111235.png,€1.1M,€6K,1673,ST|LM
7277,7277,202399,D. Arias,33,https://cdn.sofifa.org/players/4/19/202399.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Independiente Medellín,https://cdn.sofifa.org/teams/2/light/101103.png,€375K,€2K,1881,CDM|CM
7278,7278,201103,Diego,29,https://cdn.sofifa.org/players/4/18/201103.png,Brazil,https://cdn.sofifa.org/flags/54.png,75,75,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€6.5M,€11K,1928,FIFA 18|LM
7279,7279,201714,D. Böde,31,https://cdn.sofifa.org/players/4/19/201714.png,Hungary,https://cdn.sofifa.org/flags/23.png,70,70,,https://cdn.sofifa.org/flags/23.png,€0,€0,1745,ST
7280,7280,202060,E. Bergström,25,https://cdn.sofifa.org/players/4/19/202060.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,75,FC Utrecht,https://cdn.sofifa.org/teams/2/light/1903.png,€2.6M,€11K,1546,CB
7281,7281,203590,F. Hübner,27,https://cdn.sofifa.org/players/4/19/203590.png,Germany,https://cdn.sofifa.org/flags/21.png,73,75,1. FC Union Berlin,https://cdn.sofifa.org/teams/2/light/1831.png,€3.9M,€23K,1554,CB
7282,7282,202514,F. Ardizzone,25,https://cdn.sofifa.org/players/4/18/202514.png,Italy,https://cdn.sofifa.org/flags/27.png,64,67,Virtus Entella,https://cdn.sofifa.org/teams/2/light/113147.png,€550K,€1K,1699,FIFA 18|CM|CDM
7283,7283,203118,Maranhão,25,https://cdn.sofifa.org/players/4/16/203118.png,Brazil,https://cdn.sofifa.org/flags/54.png,66,68,Chapecoense,https://cdn.sofifa.org/teams/2/light/112476.png,€725K,€1K,1750,FIFA 16|LM|RM|LB
7284,7284,203801,F. Silva,32,https://cdn.sofifa.org/players/4/19/203801.png,Chile,https://cdn.sofifa.org/flags/55.png,74,74,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€3.2M,€17K,1848,CDM|CM|CB
7285,7285,203145,G. Taft,24,https://cdn.sofifa.org/players/4/19/203145.png,England,https://cdn.sofifa.org/flags/14.png,61,64,Cambridge United,https://cdn.sofifa.org/teams/2/light/1944.png,€270K,€2K,1532,CB
7286,7286,201870,G. Koffie,25,https://cdn.sofifa.org/players/4/18/201870.png,Ghana,https://cdn.sofifa.org/flags/117.png,67,69,Hammarby IF,https://cdn.sofifa.org/teams/2/light/708.png,€775K,€3K,1835,FIFA 18|CDM|CM
7287,7287,203613,Gilberto,28,https://cdn.sofifa.org/players/4/18/203613.png,Brazil,https://cdn.sofifa.org/flags/54.png,72,72,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,€3.2M,€13K,1789,FIFA 18|ST
7288,7288,202231,H. Jimenez,29,https://cdn.sofifa.org/players/4/19/202231.png,United States,https://cdn.sofifa.org/flags/95.png,67,67,Columbus Crew SC,https://cdn.sofifa.org/teams/2/light/687.png,€575K,€3K,1883,LB|RB|LM|RM
7289,7289,203594,H. Kekana,33,https://cdn.sofifa.org/players/4/19/203594.png,South Africa,https://cdn.sofifa.org/flags/140.png,71,71,,https://cdn.sofifa.org/flags/140.png,€0,€0,1969,CDM
7290,7290,201873,J. Bendik,29,https://cdn.sofifa.org/players/4/19/201873.png,United States,https://cdn.sofifa.org/flags/95.png,65,66,Philadelphia Union,https://cdn.sofifa.org/teams/2/light/112134.png,€425K,€2K,975,GK
7291,7291,202410,Serantes,28,https://cdn.sofifa.org/players/4/19/202410.png,Spain,https://cdn.sofifa.org/flags/45.png,75,77,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€5.5M,€21K,1272,GK
7292,7292,203002,Kim Kee Hee,28,https://cdn.sofifa.org/players/4/19/203002.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,70,70,Seattle Sounders FC,https://cdn.sofifa.org/teams/2/light/111144.png,€1.4M,€5K,1709,CB|RB
7293,7293,203846,Kelvin,23,https://cdn.sofifa.org/players/4/17/203846.png,Brazil,https://cdn.sofifa.org/flags/54.png,73,77,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€3.7M,€35K,1752,FIFA 17|RM|CAM
7294,7294,202795,K. Ntlhe,24,https://cdn.sofifa.org/players/4/19/202795.png,South Africa,https://cdn.sofifa.org/flags/140.png,63,68,Rochdale,https://cdn.sofifa.org/teams/2/light/1955.png,€400K,€1K,1552,LB|CB
7295,7295,203175,L. Burge,25,https://cdn.sofifa.org/players/4/19/203175.png,England,https://cdn.sofifa.org/flags/14.png,62,66,Coventry City,https://cdn.sofifa.org/teams/2/light/1800.png,€280K,€1K,1068,GK
7296,7296,203211,Nenê Bonilha,26,https://cdn.sofifa.org/players/4/19/203211.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,71,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/teams/2/light/110145.png,€2.1M,€5K,1823,CM|CDM
7297,7297,203603,M. Pospíšil,27,https://cdn.sofifa.org/players/4/19/203603.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,69,69,Jagiellonia Białystok,https://cdn.sofifa.org/teams/2/light/110745.png,€1.1M,€5K,1809,CAM|CDM|CM
7298,7298,203439,M. Tosetti,26,https://cdn.sofifa.org/players/4/19/203439.png,Switzerland,https://cdn.sofifa.org/flags/47.png,71,71,FC Thun,https://cdn.sofifa.org/teams/2/light/1715.png,€2.5M,€10K,1742,RM
7299,7299,200826,M. Quiroga,28,https://cdn.sofifa.org/players/4/19/200826.png,Argentina,https://cdn.sofifa.org/flags/52.png,70,70,Curicó Unido,https://cdn.sofifa.org/teams/2/light/112655.png,€1.8M,€3K,1658,ST
7300,7300,201136,M. Colin,26,https://cdn.sofifa.org/players/4/19/201136.png,France,https://cdn.sofifa.org/flags/18.png,71,72,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€2.3M,€17K,1812,RB|LB
7301,7301,200952,M. Könnecke,29,https://cdn.sofifa.org/players/4/19/200952.png,Germany,https://cdn.sofifa.org/flags/21.png,66,66,FSV Zwickau,https://cdn.sofifa.org/teams/2/light/110592.png,€625K,€1K,1742,CAM|CM|CDM
7302,7302,202748,Ko Moo Yeol,27,https://cdn.sofifa.org/players/4/19/202748.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,66,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€675K,€4K,1689,LM|LW|CAM
7303,7303,203786,O. Roshi,26,https://cdn.sofifa.org/players/4/18/203786.png,Albania,https://cdn.sofifa.org/flags/1.png,66,66,Terek Grozny,https://cdn.sofifa.org/teams/2/light/110109.png,€700K,€9K,1714,FIFA 18|RM|LM|RW
7304,7304,202558,P. Ceppelini,26,https://cdn.sofifa.org/players/4/19/202558.png,Uruguay,https://cdn.sofifa.org/flags/60.png,73,74,Atlético Nacional,https://cdn.sofifa.org/teams/2/light/101100.png,€4.7M,€5K,1846,CAM|CM
7305,7305,201484,P. McEleney,25,https://cdn.sofifa.org/players/4/19/201484.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,68,70,Dundalk,https://cdn.sofifa.org/teams/2/light/837.png,€1.1M,€2K,1818,CAM
7306,7306,202832,R. Wabara,24,https://cdn.sofifa.org/players/4/17/202832.png,England,https://cdn.sofifa.org/flags/14.png,66,70,Bolton Wanderers,https://cdn.sofifa.org/teams/2/light/4.png,€675K,€1K,1684,FIFA 17|RB|RWB
7307,7307,203090,R. Charles-Cook,24,https://cdn.sofifa.org/players/4/19/203090.png,England,https://cdn.sofifa.org/flags/14.png,61,64,Shrewsbury,https://cdn.sofifa.org/teams/2/light/127.png,€230K,€1K,1106,GK
7308,7308,203213,Rodrigo Moledo,29,https://cdn.sofifa.org/players/4/18/203213.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,€7M,€1K,1649,FIFA 18|CB
7309,7309,203095,S. Gannon,26,https://cdn.sofifa.org/players/4/19/203095.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,66,66,Dundalk,https://cdn.sofifa.org/teams/2/light/837.png,€550K,€1K,1749,RB
7310,7310,202662,S. Lewerenz,27,https://cdn.sofifa.org/players/4/19/202662.png,Germany,https://cdn.sofifa.org/flags/21.png,67,67,1. FC Magdeburg,https://cdn.sofifa.org/teams/2/light/110588.png,€800K,€5K,1647,LM|RM
7311,7311,202526,S. May,25,https://cdn.sofifa.org/players/4/19/202526.png,Scotland,https://cdn.sofifa.org/flags/42.png,67,70,Aberdeen,https://cdn.sofifa.org/teams/2/light/77.png,€975K,€3K,1705,ST|CAM
7312,7312,201257,T. Moulin,28,https://cdn.sofifa.org/players/4/19/201257.png,France,https://cdn.sofifa.org/flags/18.png,71,71,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,€1.9M,€13K,1970,CDM|CM
7313,7313,202746,T. Serero,28,https://cdn.sofifa.org/players/4/19/202746.png,South Africa,https://cdn.sofifa.org/flags/140.png,75,75,Vitesse,https://cdn.sofifa.org/teams/2/light/1909.png,€6.5M,€15K,1876,CM|CDM
7314,7314,202715,Urko Vera,31,https://cdn.sofifa.org/players/4/19/202715.png,Spain,https://cdn.sofifa.org/flags/45.png,64,64,Oldham Athletic,https://cdn.sofifa.org/teams/2/light/1920.png,€400K,€4K,1515,ST
7315,7315,201457,V. Oliver,26,https://cdn.sofifa.org/players/4/19/201457.png,England,https://cdn.sofifa.org/flags/14.png,59,60,Morecambe,https://cdn.sofifa.org/teams/2/light/357.png,€190K,€2K,1523,ST
7316,7316,202095,V. Klonaridis,25,https://cdn.sofifa.org/players/4/19/202095.png,Belgium,https://cdn.sofifa.org/flags/7.png,69,69,AEK Athens,https://cdn.sofifa.org/teams/2/light/278.png,€1.1M,€1K,1816,RM|LM|CAM
7317,7317,202617,V. Hladký,27,https://cdn.sofifa.org/players/4/19/202617.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,62,65,St. Mirren,https://cdn.sofifa.org/teams/2/light/100805.png,€260K,€1K,1045,GK
7318,7318,202529,Víctor Álvarez,24,https://cdn.sofifa.org/players/4/18/202529.png,Spain,https://cdn.sofifa.org/flags/45.png,74,79,Arsenal Tula,https://cdn.sofifa.org/teams/2/light/110756.png,€6.5M,€21K,1914,FIFA 18|LB|LM
7319,7319,201917,Y. Sylla,27,https://cdn.sofifa.org/players/4/19/201917.png,Mali,https://cdn.sofifa.org/flags/126.png,71,72,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,€2.2M,€3K,1839,CDM|CM
7320,7320,193771,A. Wildig,26,https://cdn.sofifa.org/players/4/19/193771.png,England,https://cdn.sofifa.org/flags/14.png,65,66,Morecambe,https://cdn.sofifa.org/teams/2/light/357.png,€625K,€3K,1686,CAM|CDM|CM
7321,7321,197081,A. Regattin,26,https://cdn.sofifa.org/players/4/19/197081.png,Morocco,https://cdn.sofifa.org/flags/129.png,73,73,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€4.3M,€15K,1967,LM|RM|CAM
7322,7322,199574,A. Letellier,27,https://cdn.sofifa.org/players/4/19/199574.png,France,https://cdn.sofifa.org/flags/18.png,68,69,Sarpsborg 08 FF,https://cdn.sofifa.org/teams/2/light/112199.png,€700K,€7K,998,GK|On Loan
7323,7323,194718,A. Baby,29,https://cdn.sofifa.org/players/4/19/194718.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,71,Royal Antwerp FC,https://cdn.sofifa.org/teams/2/light/230.png,€2.3M,€10K,1922,LW|LM
7324,7324,199282,A. Abrashi,28,https://cdn.sofifa.org/players/4/19/199282.png,Albania,https://cdn.sofifa.org/flags/1.png,71,71,SC Freiburg,https://cdn.sofifa.org/teams/2/light/25.png,€1.9M,€15K,1871,CDM
7325,7325,199146,A. Halliday,26,https://cdn.sofifa.org/players/4/19/199146.png,Scotland,https://cdn.sofifa.org/flags/42.png,68,69,Rangers FC,https://cdn.sofifa.org/teams/2/light/86.png,€850K,€17K,1859,LB|CDM|CM
7326,7326,199174,A. Caracciolo,28,https://cdn.sofifa.org/players/4/19/199174.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,US Cremonese,https://cdn.sofifa.org/teams/2/light/111434.png,€1.9M,€4K,1494,CB|On Loan
7327,7327,196953,A. Nsiala,26,https://cdn.sofifa.org/players/4/19/196953.png,DR Congo,https://cdn.sofifa.org/flags/110.png,68,71,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,€925K,€4K,1605,CB
7328,7328,198560,Carlos Ruiz,34,https://cdn.sofifa.org/players/4/19/198560.png,Spain,https://cdn.sofifa.org/flags/45.png,67,67,CD Tenerife,https://cdn.sofifa.org/teams/2/light/260.png,€230K,€4K,1740,CB
7329,7329,193869,Gil,31,https://cdn.sofifa.org/players/4/19/193869.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Shandong Luneng TaiShan FC,https://cdn.sofifa.org/teams/2/light/111724.png,€6M,€19K,1688,CB
7330,7330,198519,C. Aasbak,24,https://cdn.sofifa.org/players/4/19/198519.png,Norway,https://cdn.sofifa.org/flags/36.png,63,66,Kristiansund BK,https://cdn.sofifa.org/teams/2/light/113459.png,€375K,€1K,1758,LB
7331,7331,197376,C. Fandrich,27,https://cdn.sofifa.org/players/4/19/197376.png,Germany,https://cdn.sofifa.org/flags/21.png,69,69,FC Erzgebirge Aue,https://cdn.sofifa.org/teams/2/light/506.png,€1.1M,€4K,1776,CM
7332,7332,195480,C. McLaughlin,26,https://cdn.sofifa.org/players/4/19/195480.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,69,69,Millwall,https://cdn.sofifa.org/teams/2/light/97.png,€900K,€7K,1792,RB|RWB
7333,7333,199284,D. Hediger,31,https://cdn.sofifa.org/players/4/19/199284.png,Switzerland,https://cdn.sofifa.org/flags/47.png,68,68,FC Thun,https://cdn.sofifa.org/teams/2/light/1715.png,€775K,€6K,1931,CM|CDM
7334,7334,199493,Diego Mariño,28,https://cdn.sofifa.org/players/4/19/199493.png,Spain,https://cdn.sofifa.org/flags/45.png,76,77,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€6M,€9K,1265,GK
7335,7335,194354,E. Haji Safi,28,https://cdn.sofifa.org/players/4/19/194354.png,Iran,https://cdn.sofifa.org/flags/161.png,71,71,Olympiacos CFP,https://cdn.sofifa.org/teams/2/light/280.png,€1.9M,€1K,1992,LB|LM|CDM
7336,7336,198731,E. Rashani,25,https://cdn.sofifa.org/players/4/19/198731.png,Kosovo,https://cdn.sofifa.org/flags/219.png,68,69,Odds BK,https://cdn.sofifa.org/teams/2/light/1456.png,€1.1M,€3K,1741,LW|RW
7337,7337,197768,E. Réale,24,https://cdn.sofifa.org/players/4/17/197768.png,France,https://cdn.sofifa.org/flags/18.png,69,72,Clermont Foot 63,https://cdn.sofifa.org/teams/2/light/1815.png,€1.3M,€1K,1813,FIFA 17|CM|CAM
7338,7338,199569,E. Torres,25,https://cdn.sofifa.org/players/4/19/199569.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,73,Club Tijuana,https://cdn.sofifa.org/teams/2/light/111678.png,€2.3M,€12K,1847,ST
7339,7339,199651,Fernando Canesín,26,https://cdn.sofifa.org/players/4/19/199651.png,Brazil,https://cdn.sofifa.org/flags/54.png,72,73,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,€3.7M,€12K,1802,CAM|RM|CF
7340,7340,198347,F. Jara,29,https://cdn.sofifa.org/players/4/19/198347.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€6.5M,€31K,1852,ST
7341,7341,198162,F. Mveng,26,https://cdn.sofifa.org/players/4/19/198162.png,Switzerland,https://cdn.sofifa.org/flags/47.png,59,60,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€180K,€4K,1735,CM|CDM
7342,7342,199562,Ilie Sánchez,27,https://cdn.sofifa.org/players/4/19/199562.png,Spain,https://cdn.sofifa.org/flags/45.png,74,74,Sporting Kansas City,https://cdn.sofifa.org/teams/2/light/696.png,€4.7M,€7K,1854,CDM|CM
7343,7343,194998,J. Ness,27,https://cdn.sofifa.org/players/4/19/194998.png,Scotland,https://cdn.sofifa.org/flags/42.png,65,65,Plymouth Argyle,https://cdn.sofifa.org/teams/2/light/1929.png,€550K,€3K,1756,CM|CDM
7344,7344,199748,J. Knudsen,25,https://cdn.sofifa.org/players/4/19/199748.png,Denmark,https://cdn.sofifa.org/flags/13.png,68,71,Malmö FF,https://cdn.sofifa.org/teams/2/light/320.png,€925K,€3K,1820,LB|CB
7345,7345,198970,J. Mensah,27,https://cdn.sofifa.org/players/4/19/198970.png,Ghana,https://cdn.sofifa.org/flags/117.png,70,71,Columbus Crew SC,https://cdn.sofifa.org/teams/2/light/687.png,€1.7M,€5K,1657,CB
7346,7346,196434,J. Ballón,30,https://cdn.sofifa.org/players/4/19/196434.png,Peru,https://cdn.sofifa.org/flags/59.png,68,68,CD Universidad de Concepción,https://cdn.sofifa.org/teams/2/light/112534.png,€675K,€2K,1827,CDM|CM
7347,7347,198751,J. Madueña,28,https://cdn.sofifa.org/players/4/19/198751.png,Mexico,https://cdn.sofifa.org/flags/83.png,70,70,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€1.4M,€13K,1873,RB
7348,7348,194956,Edgar Costa,31,https://cdn.sofifa.org/players/4/19/194956.png,Portugal,https://cdn.sofifa.org/flags/38.png,70,70,Clube Sport Marítimo,https://cdn.sofifa.org/teams/2/light/1893.png,€1.6M,€6K,1880,RM|LM
7349,7349,198689,K. Marsh-Brown,25,https://cdn.sofifa.org/players/4/19/198689.png,Guyana,https://cdn.sofifa.org/flags/79.png,62,62,Newport County,https://cdn.sofifa.org/teams/2/light/112254.png,€325K,€2K,1611,RM|RW
7350,7350,197391,L. Vilsvik,29,https://cdn.sofifa.org/players/4/19/197391.png,Norway,https://cdn.sofifa.org/flags/36.png,67,67,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,€575K,€2K,1889,RB
7351,7351,199038,L. Paulussen,26,https://cdn.sofifa.org/players/4/18/199038.png,Belgium,https://cdn.sofifa.org/flags/7.png,66,66,KV Mechelen,https://cdn.sofifa.org/teams/2/light/110724.png,€550K,€4K,1821,FIFA 18|RB
7352,7352,199464,L. Rose,26,https://cdn.sofifa.org/players/4/19/199464.png,Mauritius,https://cdn.sofifa.org/flags/128.png,68,69,FC Lorient,https://cdn.sofifa.org/teams/2/light/217.png,€875K,€4K,1646,CB|RB
7353,7353,198175,L. Castaignos,25,https://cdn.sofifa.org/players/4/19/198175.png,Netherlands,https://cdn.sofifa.org/flags/34.png,68,71,Gyeongnam FC,https://cdn.sofifa.org/teams/2/light/111588.png,€1.1M,€4K,1723,ST
7354,7354,199159,L. Brattan,28,https://cdn.sofifa.org/players/4/19/199159.png,Australia,https://cdn.sofifa.org/flags/195.png,67,67,Melbourne City FC,https://cdn.sofifa.org/teams/2/light/112224.png,€625K,€4K,1898,CDM|CM
7355,7355,194792,L. Hyam,26,https://cdn.sofifa.org/players/4/19/194792.png,England,https://cdn.sofifa.org/flags/14.png,67,68,Southend United,https://cdn.sofifa.org/teams/2/light/1954.png,€875K,€4K,1887,CM
7356,7356,199035,M. Mitrishev,24,https://cdn.sofifa.org/players/4/18/199035.png,Russia,https://cdn.sofifa.org/flags/40.png,70,75,Terek Grozny,https://cdn.sofifa.org/teams/2/light/110109.png,€2.4M,€22K,1562,FIFA 18|ST|RM|LM
7357,7357,193889,M. Vidal,27,https://cdn.sofifa.org/players/4/19/193889.png,France,https://cdn.sofifa.org/flags/18.png,67,70,Toulouse Football Club,https://cdn.sofifa.org/teams/2/light/1809.png,€650K,€7K,1069,GK
7358,7358,193850,M. Calderoni,29,https://cdn.sofifa.org/players/4/19/193850.png,Italy,https://cdn.sofifa.org/flags/27.png,68,68,Lecce,https://cdn.sofifa.org/teams/2/light/347.png,€675K,€2K,1772,LB
7359,7359,199726,M. Torsiglieri,30,https://cdn.sofifa.org/players/4/19/199726.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,€1.8M,€10K,1608,CB|On Loan
7360,7360,195313,M. Peybernès,27,https://cdn.sofifa.org/players/4/19/195313.png,France,https://cdn.sofifa.org/flags/18.png,72,73,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€2.9M,€7K,1513,CB|On Loan
7361,7361,194876,M. Kanunnikov,25,https://cdn.sofifa.org/players/4/18/194876.png,Russia,https://cdn.sofifa.org/flags/40.png,72,75,SKA Khabarovsk,https://cdn.sofifa.org/teams/2/light/110101.png,€4M,€17K,1875,FIFA 18|ST|RM
7362,7362,194091,M. Jacobs,26,https://cdn.sofifa.org/players/4/19/194091.png,England,https://cdn.sofifa.org/flags/14.png,70,70,Wigan Athletic,https://cdn.sofifa.org/teams/2/light/1917.png,€1.9M,€28K,1909,LM|RM
7363,7363,198017,M. Pereira,30,https://cdn.sofifa.org/players/4/19/198017.png,France,https://cdn.sofifa.org/flags/18.png,68,68,Yeni Malatyaspor,https://cdn.sofifa.org/teams/2/light/113259.png,€850K,€6K,1850,RM|LM
7364,7364,199727,Marinho,25,https://cdn.sofifa.org/players/4/16/199727.png,Brazil,https://cdn.sofifa.org/flags/54.png,70,72,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,€1.6M,€25K,1730,FIFA 16|CAM|LM
7365,7365,197973,O. González,33,https://cdn.sofifa.org/players/4/19/197973.png,Chile,https://cdn.sofifa.org/flags/55.png,70,70,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€725K,€12K,1701,CB
7366,7366,199499,P. Mingoia,26,https://cdn.sofifa.org/players/4/19/199499.png,England,https://cdn.sofifa.org/flags/14.png,62,62,Morecambe,https://cdn.sofifa.org/teams/2/light/357.png,€325K,€1K,1666,RM|On Loan
7367,7367,198962,R. M'Bolhi,32,https://cdn.sofifa.org/players/4/19/198962.png,Algeria,https://cdn.sofifa.org/flags/97.png,68,68,Ettifaq FC,https://cdn.sofifa.org/teams/2/light/112096.png,€525K,€8K,1202,GK
